Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
78	vo dang ho phap ly thien muc	3	6	0	1			160				enemy051	0	0	0	0	0	27	28																										400	10	700																					180	100		10
79	vo dang ho phap dieu thach mon	3	6	0	1			161				enemy052	0	0	0	0	0	33	38																										400	10	700																					180	100		10
80	vo dang thi dong thanh phong	3	6	0	1			162				enemy053	0	0	0	0	0	28	32																										400	10	700																					180	100		10
81	vo dang thi dong minh nguyet	3	6	0	1			163				enemy054	0	0	0	0	0	30	30																										400	10	700																					180	100		10
82	Nga Mi Chuong Mon	3	6	0	1			164				enemy055	0	0	0	0	0	32	28																										400	10	700																					180	100		10
83	Nga Mi Cam Y Ni	3	6	0	1			165				enemy056	0	0	0	0	0	37	38																										400	10	400																					180	100		10
84	Nga Mi Ni Co Dieu An	3	6	0	1			166				enemy057	0	0	0	0	0	31	31																										400	10	700																					180	100		10
85	bai nguyet tien tu	3	6	0	1			167				enemy058	0	0	0	0	0	25	24																										400	10	700																					180	100		10
86	chiet mai tien tu	3	6	0	1			168				enemy059	0	0	0	0	0	31	31																										400	10	700																					180	100		10
87	Su Gia Su Kien Ngay Le	3	6	0	1			169				enemy060	0	0	0	0	0	31	31																										400	10	700																					180	100		10
88	phat van tien tu	3	6	0	1			170				enemy061	0	0	0	0	0	30	32																										400	10	700																					180	100		10
89	Con Lon Ho Phap	3	6	0	1			171				enemy062	0	0	0	0	0	28	24																										400	10	700																					180	100		10
90	U lan tien tu	3	6	0	1			172				enemy063	0	0	0	0	0	24	32																										400	10	700																					180	100		10
91	di quang tien tu	3	6	0	1			173				enemy064	0	0	0	0	0	24	26																										400	10	700																					180	100		10
92	con lon chuong mon	3	6	0	1			174				enemy065	0	0	0	0	0	24	49																										400	10	700																					180	100		10
93	Con Lon Ho Phap Thanh Lien Tu	3	6	0	1			175				enemy066	0	0	0	0	0	24	24																										400	10	700																					180	100		10
94	Con Lon Ho Phap Ngoc Hanh Tu	3	6	0	1			176				enemy067	0	0	0	0	0	36	36																										400	10	700																					180	100		10
95	Con Lon Ho Phap Than Tuc Lao Nhan	3	6	0	1			177				enemy068	0	0	0	0	0	24	54																										400	10	700																					180	100		10
96	Con Lon Ho Phap Dong Tich Nhan	3	6	0	1			178				enemy069	0	0	0	0	0	21	36																										400	10	700																					180	100		10
97	Con Lon Ho Phap Chu Khuyet	3	6	0	1			179				enemy070	0	0	0	0	0	26	31																										400	10	700																					180	100		10
98	Cai Bang Bang Chu	3	6	0	1			180				enemy071	0	0	0	0	0	32	50																										400	10	700																					180	100		10
99	Truyen Cong Truong Lao	3	6	0	1			181				enemy072	0	0	0	0	0	30	35																										400	10	700																					180	100		10
100	Chap Phap Truong Lao	3	6	0	1			182				enemy073	0	0	0	0	0	30	46																										400	10	700																					180	100		10
101	Chuong Bat Truong Lao	3	6	0	1			183				enemy074	0	0	0	0	0	19	24																										400	10	700																					180	100		10
102	Chuong Bong Truong Lao	3	6	0	1			184				enemy075	0	0	0	0	0	30	27																										400	10	700																					180	100		10
103	Tam Dai De Tu	3	6	0	1			185				enemy076	0	0	0	0	0	40	40																										400	10	700																					180	100		10
104	Duong Mon Chuong Mon	3	6	0	1			186				enemy077	0	0	0	0	0	26	33																										400	10	700																					180	100		10
105	Truy Hon Tau	3	6	0	1			187				enemy078	0	0	0	0	0	27	27																										400	10	700																					180	100		10
106	Tieu Nhiem Tau	3	6	0	1			188				enemy079	0	0	0	0	0	30	35																										400	10	700																					180	100		10
107	Tuyen Xuan Tau	3	6	0	1			189				enemy080	0	0	0	0	0	28	44																										400	10	700																					180	100		10
108	Ho Phap Bang Hoi	3	6	0	1			190				enemy081	0	0	0	0	0	30	30																										400	10	700																					180	100		10
109	Duong Nhat Tran	3	6	0	1			191				enemy082	0	0	0	0	0	35	28																										400	10	700																					180	100		10
110	Duong Bat Nhiem	3	6	0	1			192				enemy083	0	0	0	0	0	32	28																										400	10	700																					180	100		10
111	Muop Chuot Chit	3	6	0	1			193				boss051	0	0	0	0	0	28	36																										400	10	700																					180	100		10
112	Thien Ho Phap	3	6	0	1			194				enemy085	0	0	0	0	0	35	33																										400	10	700																					180	100		10
113	Dia ho Phap	3	6	0	1			195				enemy086	0	0	0	0	0	30	35																										400	10	700																					180	100		10
114	Tien Su	3	6	0	1			196				enemy087	0	0	0	0	0	30	30																										400	10	700																					180	100		10
115	Huu Su	3	6	0	1			197				enemy088	0	0	0	0	0	28	28																										400	10	400																					180	100		10
116	Ta Su	3	6	0	1			198				enemy089	0	0	0	0	0	30	35																										400	10	700																					180	100		10
117	Ho Dao Tuy Tien	3	6	0	1			199				enemy090	0	0	0	0	0	16	19																										400	10	700																					180	100		10
118	Ngu Doc Giao Chu	3	6	0	1			200				enemy091	0	0	0	0	0	30	31																										400	10	700																					180	100		10
119	Kim Xa huong Chu	3	6	0	1			201				enemy092	0	0	0	0	0	31	31																										400	10	700																					180	100		10
120	Xich Hat Huong Chu	3	6	0	1			202				enemy093	0	0	0	0	0	31	35																										400	10	700																					180	100		10
121	Mac Thu Huong Chu	3	6	0	1			203				enemy094	0	0	0	0	0	30	30																										400	10	700																					180	100		10
122	Ngan Thiem Huong Chu	3	6	0	1			204				enemy095	0	0	0	0	0	24	30																										400	10	700																					180	100		10
123	Thanh Ngo Huong Chu	3	6	0	1			205				enemy096	0	0	0	0	0	31	30																										400	10	700																					180	100		10
124	Doc Tien Tu	3	6	0	1			206				enemy097	0	0	0	0	0	28	24																										400	10	700																					180	100		10
125	Thuy Yen Chuong Mon	3	6	0	1			207				enemy098	0	0	0	0	0	28	30																										400	10	700																					180	100		10
126	Hai Duong Su Gia	3	6	0	1			208				enemy099	0	0	0	0	0	19	24																										400	10	700																					180	100		10
127	Thuy Tien Su Gia	3	6	0	1			209				enemy100	0	0	0	0	0	24	29																										400	10	700																					180	100		10
128	Sac Vi Su Gia	3	6	0	1			210				enemy101	0	0	0	0	0	30	30																										400	10	700																					180	100		10
129	Le Hoa Su Gia	3	6	0	1			211				enemy102	0	0	0	0	0	19	28																										400	10	700																					180	100		10
130	Thien Nhan Giao Chu	3	6	0	1			212				enemy103	0	0	0	0	0	30	30																										400	10	700																					180	100		10
131	Ta Ho Phap	3	6	0	1			213				enemy104	0	0	0	0	0	30	31																										400	10	700																					180	100		10
132	Huu Ho Phap	3	6	0	1			214				enemy105	0	0	0	0	0	30	36																										400	10	400																					180	100		10
133	Phong Duong Duong Chu	3	6	0	1			215				enemy106	0	0	0	0	0	29	30																										400	10	700																					180	100		10
134	Hoa Duong Duong Chu	3	6	0	1			216				enemy107	0	0	0	0	0	32	32																										400	10	700																					180	100		10
135	Loi Duong Duong Chu	3	6	0	1			217				enemy108	0	0	0	0	0	28	34																										400	10	700																					180	100		10
136	Nhat Nguyet Dan Dan Chu	3	6	0	1			218				enemy109	0	0	0	0	0	28	28																										400	10	700																					180	100		10
137	Tinh Dan Dan Chu	3	6	0	1			219				enemy110	0	0	0	0	0	30	40																										400	10	700																					180	100		10
138	Doc Co Kiem	3	6	0	1			220				enemy111	0	0	0	0	0	22	30																										400	10	700																					180	100		10
139	Truong lam Tam	3	6	0	1			221				enemy112	0	0	0	0	0	36	33																										400	10	700																					180	100		10
140	Tay Bac Son Tac Thu Linh	0	5	0	1			230				enemy121	0	0	0	0	0	30	40	30	10	15	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
141	Hac Phong	0	5	1	1			231				enemy122	0	0	0	0	0	35	35	27	12	18	12	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	5	5	25	25	400	10	700	1	50	40	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
142	Bach Phong	0	5	2	1			232				enemy123	0	0	0	0	0	30	30	30	12	16	12	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
143	Doc Phong	0	5	3	1			233				enemy124	0	0	0	0	0	30	30	36	9	18	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	50	40	60	40	60	0	0	0	10	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
144	Hoa Bac Son Tac Thu Linh	0	5	4	1			234				enemy125	0	0	0	0	0	30	30	33	12	18	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	8	8	25	25	400	10	700	1	40	40	60	40	60	0	0	10	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
145	Doc Thuong Ngan	0	5	0	1			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	5	5	25	25	400	10	700	1	60	40	60	40	60	0	0	10	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
146	Liem Phuoc An	0	5	1	1			236				enemy127	0	0	0	0	0	36	36	42	13	18	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	40	60	40	60	0	0	0	10	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
147	Bach Phong Dao	0	5	2	1			237				enemy128	0	0	0	0	0	35	36	32	12	14	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	40	60	40	60	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
148	Dai Son Tac	0	5	3	1			238				enemy129	0	0	0	0	0	36	40	31	11	18	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	50	40	60	40	60	0	0	10	0	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
149	Tay Bac Son Tac	0	5	4	1			239				enemy130	0	0	0	0	0	27	30	33	12	15	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	80	60	20	0	0	10	0	0	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
150	Tay Bac Son Tac	0	5	0	1			240				enemy131	0	0	0	0	0	35	35	24	10	18	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
151	Tay Nam Son Tac	0	5	1	1			241				enemy132	0	0	0	0	0	35	33	28	11	16	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	50	20	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
152	Tay Nam Son Tac	0	5	2	1			242				enemy133	0	0	0	0	0	30	29	38	10	19	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	40	80	80	50	0	0	0	10	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
153	Giang Nam Son Tac	0	5	3	1			243				enemy134	0	0	0	0	0	25	35	33	10	14	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	20	60	40	60	0	0	0	10	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
154	Giang Nam Son Tac	0	5	4	1			244				enemy135	0	0	0	0	0	36	36	38	11	18	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	40	60	80	60	0	0	0	20	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
155	Hoa Nam Son Tac	0	5	0	1			245				enemy136	0	0	0	0	0	40	39	33	12	24	15	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	5	5	25	25	400	10	700	1	40	30	80	70	50	0	0	0	20	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
156	Hoa Nam Son Tac	0	5	1	1			246				enemy137	0	0	0	0	0	36	39	32	10	19	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	50	30	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
157	Dai Chuy	0	5	2	1			247				enemy138	0	0	0	0	0	33	39	28	11	18	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	30	60	80	60	0	0	20	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
158	Phong Son	0	5	3	1			248				enemy139	0	0	0	0	0	20	34	30	10	15	28	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	20	0	0	20	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
159	Song Dao	0	5	4	1			249				enemy140	0	0	0	0	0	28	30	22	10	18	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	20	60	40	50	0	0	20	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
160	Hoa Bac Son Tac	0	5	0	1			250				enemy141	0	0	0	0	0	34	36	21	12	19	16	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	90	40	30	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
161	Thiet Thu	0	5	1	1			251				enemy142	0	0	0	0	0	34	35	30	11	16	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	40	30	60	40	60	0	0	20	0	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
162	Doc Chuy	0	5	2	1			252				enemy143	0	0	0	0	0	36	48	28	11	19	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	30	40	60	80	60	0	0	0	20	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
163	Hac Dao	0	5	3	1			253				enemy144	0	0	0	0	0	18	45	40	9	21	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	90	40	70	40	60	0	0	0	30	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
164	Thiet Chuy	0	5	4	1			254				enemy145	0	0	0	0	0	36	40	38	10	20	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	70	30	60	80	60	0	0	30	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
165	Son Tac Dien	0	5	0	1			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	180	100	\settings\droprate\quai10x.ini	10
166	Son Tac Dan	0	5	0	1			256				enemy147	0	0	0	0	0	36	45	32	12	21	15	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	180	100	\settings\droprate\quai10x.ini	10
167	Son Tac Thong Minh	0	5	0	1			257				enemy148	0	0	0	0	0	36	40	31	11	19	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	80	40	30	0	0	0	20	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
168	Son Tac Dan Don	0	5	0	1			258				enemy149	0	0	0	0	0	36	36	27	11	19	15	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	30	30	60	40	60	0	0	10	0	0|0.5	0|0	0|0.5	0|0.5	0|0.6	75	60	75	75	90	180	100	\settings\droprate\quai10x.ini	10
169	Son Tac De Thuong	0	5	0	1			259				enemy150	0	0	0	0	0	24	36	16	10	18	15	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
170	Thuy Yen Mon Xuan Huong Ba Ba	3	6	0	1							enemy151	0	0	0	0	0	33	25															100											400	10	700																					180	100		10
171	Thuy Yen Hoa Su	3	6	0	1							enemy152	0	0	0	0	0	30	33															100											400	10	700																					180	100		10
172	Thuy Yen Mon Cam Dia Lao Gia	3	6	0	1							enemy153	0	0	0	0	0	40	89															100											400	10	700																					180	100		10
173	Cao Nhan	3	6	0	1							enemy154	0	0	0	0	0	17	33															100											400	10	700																					180	100		10
174	De Tu Cai Bang	3	6	0	1							enemy155	0	0	0	0	0	17	38															100											400	10	700																					180	100		10
175	Cai Bang Trieu Da Chu	3	6	0	1							enemy156	0	0	0	0	0	17	42															100											400	10	700																					180	100		10
176	Quai Nhan	0	5	0	1			260				enemy157	0	0	0	0	0	19	27	24	10	18	6	53	0|10	53	1|0	53	0|10	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	75	75	75	75	180	100		10
177	Duong Mon Thi Ve	3	6	0	1							enemy158	0	0	0	0	0	24	49															100											400	10	400																					180	100		10
178	Canh Tu Ky	3	6	0	1							enemy159	0	0	0	0	0	32	32															100											400	10	700																					180	100		10
179	Duong Nguyen	3	6	0	1							enemy160	0	0	0	0	0	24	49															100											400	10	700																					180	100		10
180	Duong Nguyen Cuu Cuu	3	6	0	1							enemy161	0	0	0	0	0	15	43															100											400	10	700																					180	100		10
181	Thien Nhan Tu Si	3	6	0	1							enemy162	0	0	0	0	0	32	30															100											400	10	700																					180	100		10
182	Thien Nhan Giao De Tu 2	3	6	0	1							enemy163	0	0	0	0	0	16	16															100											400	10	700																					180	100		10
183	Thien Vuong Bang De Tu 1	3	6	0	1							enemy164	0	0	0	0	0	30	35															100											400	10	700																					180	100		10
184	Thien Vuong Tuong Linh	3	6	0	1							enemy165	0	0	0	0	0	60	37															100											400	10	700																					180	100		10
185	Thien Vuong Bang De Tu 3	3	6	0	1							enemy166	0	0	0	0	0	30	35															100											400	10	700																					180	100		10
186	Ngu Doc Tan Nhan	3	6	0	1							enemy167	0	0	0	0	0	20	23															100											400	10	700																					180	100		10
187	Vo Dang Phai Nhuan Nuong	3	6	0	1							enemy168	0	0	0	0	0	22	32															100											400	10	700																					180	100		10
188	Vo Dang Dao Nhan	3	6	0	1							enemy169	0	0	0	0	0	42	42															100											400	10	700																					180	100		10
189	Thieu Lam La Han	3	6	0	1							enemy170	0	0	0	0	0	27	32															100											400	10	700																					180	100		10
190	Moc Nhan	0	5	0	1			261				enemy171	0	0	0	0	0	36	36	35	11	15	12	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	70	40	20	0	0	0	10	0	0	5|0.6	5|0.6	5|0.6	5|0.6	5|0.6	85	85	85	85	85	180	100		10
191	Dong Nhan	0	5	0	1			262				enemy172	0	0	0	0	0	28	28	35	12	19	14	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	20	30	80	50	70	0	0	0	10	10|0.6	10|0.6	10|0.6	10|0.6	10|0.6	95	95	95	95	95	180	100		10
192	Nu Thu Khach	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	90	30	60	50	50	0	0	10	0	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	75	75	75	75	75	180	100		10
193	Ni Co Thanh Hoa	0	5	0	1			264				enemy174	0	0	0	0	0	24	24	26	12	22	12	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	80	70	60	0	0	0	20	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	75	75	75	75	75	180	100		10
194	Tru Tam Su Thai	3	6	0	1							enemy175	0	0	0	0	0	19	24															100											400	10	700																					180	100		10
195	Chu Khach Diem	3	6	0	1							passerby001	0	0	0	0	0	45	28															100											400	10	700													0|0								180	100		10
196	Tho lam banh	3	6	0	1							passerby002	0	0	0	0	0	30	38															100											400	10	700													0|0								180	100		10
197	Tho Ren Than Bi	3	6	0	1							passerby004_1	0	0	0	0	0	26	24															100											400	10	700													0|0								180	100		10
198	Tho Ren	3	6	0	1							passerby004_2	0	0	0	0	0	26	24															100											400	10	700													0|0								180	100		10
199	thiet tuong lao ban tam	3	6	0	1							passerby004_3	0	0	0	0	0	26	24															100											400	10	700													0|0								180	100		10
200	thiet tuong hoc do at nhat	3	6	0	1							passerby006_1	0	0	0	0	0	22	20															100											400	10	700													0|0								180	100		10
201	thiet tuong hoc do at nhi	3	6	0	1							passerby006_2	0	0	0	0	0	22	20															100											400	10	700													0|0								180	100		10
202	thiet tuong hoc do at tam	3	6	0	1							passerby006_3	0	0	0	0	0	22	20															100											400	10	700													0|0								180	100		10
203	Chu duoc diem	3	6	0	1							passerby007	0	0	0	0	0	28	30															100											400	10	700													0|0								180	100		10
204	co gai hai thuoc	3	6	0	1							passerby008	0	0	0	0	0	24	38															100											400	10	700													0|0								180	100		10
205	sung vat lao ban	3	6	0	1							passerby010	0	0	0	0	0	24	34															100											400	10	700													0|0								180	100		10
206	sung vat lao ban nuong nhat	3	6	0	1							passerby011_1	0	0	0	0	0	22	44															100											400	10	700													0|0								180	100		10
207	sung vat lao ban nuong nhi	3	6	0	1							passerby011_2	0	0	0	0	0	22	44															100											400	10	700													0|0								180	100		10
208	sung vat lao ban nuong tam	3	6	0	1							passerby011_3	0	0	0	0	0	22	44															100											400	10	700													0|0								180	100		10
209	do trang lao bao	3	6	0	1							passerby013	0	0	0	0	0	26	26															100											400	10	700													0|0								180	100		10
210	do trang da thu giap	3	6	0	1							passerby014	0	0	0	0	0	30	28															100											400	10	700													0|0								180	100		10
211	do trang da thu at	3	6	0	1							passerby015	0	0	0	0	0	30	28															100											400	10	700													0|0								180	100		10
212	tuu diem lao ban giap	3	6	0	1							passerby018	0	0	0	0	0	26	32															100											400	10	700													0|0								180	100		10
213	tuu diem lao ban at	3	6	0	1							passerby019	0	0	0	0	0	26	27															100											400	10	700													0|0								180	100		10
214	tuu bao giap	3	6	0	1							passerby020	0	0	0	0	0	32	40															100											400	10	700													0|0								180	100		10
215	tap hoa lao ban at	3	6	0	1							passerby023	0	0	0	0	0	34	36															100											400	10	700													0|0								180	100		10
