SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	IsMagic	Skillrank
V« t­¬ng tr¶m	C«ng kİch ngo¹i c«ng	25	203	0	\spr\Ui\skill\ÎŞÏòÕ¶.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	2	6	1	1	136	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	1	0	0	0	0		0					0	0	\script\skill\shaolin.lua	physicsenhance_p	wuxiang_zhan	skill_cost_v	wuxiang_zhan	addskillexp1	wuxiang_zhan	skill_skillexp_v	wuxiang_zhan	missle_speed_v	wuxiang_zhan	skill_attackradius	wuxiang_zhan		wuxiang_zhan	seriesdamage_p	wuxiang_zhan	colddamage_v	wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		wuxiang_zhan		"ThiÓu l©m ®ao ph¸p trung ®İch cao cÊp chiªu thøc, tô tËp néi lùc t¹i gi¸c viÔn ®İch ®Şa ph­¬ng c«ng kİch ®èi thñ."	0	53
La h¸n trËn		26		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_23.spr		0	0	45	0	2	0	180	0	0	0	1	3	92	-1	1	1	11	0		0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\shaolin.lua	addphysicsdamage_p	luohan_zhen	meleedamagereturn_p	luohan_zhen	rangedamagereturn_p	luohan_zhen	adddefense_v	luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		"ThiÓu l©m ph¸i ®İch chİ cao trËn ph¸p tuyÖt häc, kh¶ dÜ ®Ò cao quÇn thÓ t¸c chiÕn n¨ng lùc."	0	0
Hång ba		27		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_42.spr				0	0	2	0	180	0	1	0	0	3	79	-1	32	1	11	0		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\saolin\ĞĞÁú²»Óê.lua																																											0	0
Kim ba		28		0					0	0	3	0	0	0	1	0	0	3	59	-1	32	1	11	0		5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\saolin\ĞĞÁú²»Óê.lua																																											0	0
Thiªn v­¬ng th­¬ng ph¸p	Kü n¨ng hç trî bŞ ®éng	29	104	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_qf.spr		0	0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					0	0	\script\skill\tianwang.lua	addphysicsdamage_p	tianwang_qiangfa	attackratingenhance_p	tianwang_qiangfa	deadlystrikeenhance_p	tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		tianwang_qiangfa		§Ò cao sö dông th­¬ng lo¹i vò khİ ®İch n¨ng lùc.	0	0
Thiªn v­¬ng ®ao ph¸p	Kü n¨ng hç trî bŞ ®éng	30	105	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_df.spr				0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\tianwang.lua	addphysicsdamage_p	tianwang_daofa	attackratingenhance_p	tianwang_daofa	deadlystrikeenhance_p	tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		tianwang_daofa		§Ò cao sö dông ®ao lo¹i vò khİ ®İch n¨ng lùc.	0	0
Thiªn v­¬ng chïy ph¸p	Kü n¨ng hç trî bŞ ®éng	31	106	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_cf.spr				0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	4	0	0	0	0		0					0	0	\script\skill\tianwang.lua	addphysicsdamage_p	tianwang_chuifa	attackratingenhance_p	tianwang_chuifa	deadlystrikeenhance_p	tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		tianwang_chuifa		§Ò cao sö dông chuy lo¹i vò khİ ®İch n¨ng lùc.	0	0
Kinh l«i tr¶m	C«ng kİch ngo¹i c«ng	32	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_01.spr		\sound\skill\sound_k003.wav		0	0	0	0	72	0	1	10	1	12	33	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	1	0	60	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	jinglei_zhan	seriesdamage_p	jinglei_zhan	addskilldamage1	jinglei_zhan	missle_speed_v	jinglei_zhan	skill_attackradius	jinglei_zhan	skill_cost_v	jinglei_zhan	missle_lifetime_v	jinglei_zhan	addskilldamage2	jinglei_zhan	addskilldamage3	jinglei_zhan	addskilldamage4	jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		"Thiªn v­¬ng ®ao ph¸p nhËp m«n chiªu thøc, ®èi ®Şch nh©n t¹o thµnh gi¸c ®ª tr×nh ®é ®İch th­¬ng h¹i."	0	0
Kinh l«i tr¶m		33		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_22.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	jinglei_zhan	attackrating_p	jinglei_zhan	addskilldamage2	jinglei_zhan	missle_speed_v	jinglei_zhan	skill_attackradius	jinglei_zhan	skill_cost_v	jinglei_zhan	missle_lifetime_v	jinglei_zhan	seriesdamage_p	jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		jinglei_zhan		Phæ th«ng c«ng kİch.	0	0
Håi phong l¹c nh¹n	C«ng kİch ngo¹i c«ng	34	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_61.spr		\sound\skill\sound_k001.wav	0	0	0	0	0	90	0	1	10	1	12	35	-1	2	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	3	1	60	0	10		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	huifeng_luoyan	attackrating_p	huifeng_luoyan	addskilldamage1	huifeng_luoyan	missle_speed_v	huifeng_luoyan	skill_attackradius	huifeng_luoyan	skill_cost_v	huifeng_luoyan	missle_lifetime_v	huifeng_luoyan	seriesdamage_p	huifeng_luoyan	addskilldamage2	huifeng_luoyan	addskilldamage3	huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		"Thiªn v­¬ng th­¬ng ph¸p nhËp m«n chiªu thøc, nhÊt thø ph¸t xuÊt l­ìng chiªu c«ng kİch ®èi thñ."	0	0
Håi phong l¹c nh¹n		35		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_02.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	huifeng_luoyan	attackrating_p	huifeng_luoyan	addskilldamage2	huifeng_luoyan	missle_speed_v	huifeng_luoyan	skill_attackradius	huifeng_luoyan	skill_cost_v	huifeng_luoyan	missle_lifetime_v	huifeng_luoyan	seriesdamage_p	huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		Phæ th«ng c«ng kİch.	0	0
Tr¶m long quyÕt	C«ng kİch ngo¹i c«ng	36	103	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_62.spr		\sound\skill\sound_k001.wav	0	0	0	0	0	72	0	1	10	1	12	37	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	4	1	60	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	zhanlong_jue		zhanlong_jue	deadlystrike_p	zhanlong_jue	addskilldamage1	zhanlong_jue	missle_speed_v	zhanlong_jue	skill_attackradius	zhanlong_jue	skill_cost_v	zhanlong_jue	missle_lifetime_v	zhanlong_jue	seriesdamage_p	zhanlong_jue	ignoredefense_p	zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		"Thiªn v­¬ng chuy ph¸p nhËp m«n chiªu thøc, n¨ng có hèt l­îc ®èi thñ thiÓu høa thiÓm tŞ."	0	0
Tr¶m long quyÕt		37		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_22.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	zhanlong_jue		zhanlong_jue	deadlystrike_p	zhanlong_jue	addskilldamage1	zhanlong_jue	missle_speed_v	zhanlong_jue	skill_attackradius	zhanlong_jue	skill_cost_v	zhanlong_jue	missle_lifetime_v	zhanlong_jue	seriesdamage_p	zhanlong_jue	ignoredefense_p	zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		zhanlong_jue		Phæ th«ng c«ng kİch.	0	0
TÜnh t©m quyÕt	Kü n¨ng hç trî chñ ®éng	38	100	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_13.spr		\sound\skill\sound_k002.wav		46	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0		0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\tianwang.lua	attackratingenhance_p	jingxin_jue	skill_cost_v	jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		jingxin_jue		"Thiªn v­¬ng s¬ cÊp t©m ph¸p, n¨ng t¨ng gia tù kû ®İch mÖnh trung suÊt."	0	0
B¸t phong tr¶m	C«ng kİch ngo¹i c«ng	39	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_31.spr		\sound\skill\sound_k004.wav	0	0	0	0	1	90	5	1	8	1	12	235	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	1	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdamage_p	pofeng_zhan	addskilldamage1	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan	addskilldamage2	pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		"Thiªn v­¬ng ®ao ph¸p tiÕn giai chiªu thøc, ®èi ®Şch nh©n t¹o thµnh nhÊt bµn tr×nh ®é ®İch th­¬ng h¹i."	0	0
B¸t phong tr¶m		40		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_31.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdamage_p	pofeng_zhan	addskilldamage2	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		Phæ th«ng c«ng kİch.	0	0
D­¬ng quan tam ®iÖp	C«ng kİch ngo¹i c«ng	41	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_63.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	90	0	1	8	1	12	42	-1	3	0	10	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	3	1	80	0	10		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	yangguan_sandie	attackrating_p	yangguan_sandie	addskilldamage1	yangguan_sandie	missle_speed_v	yangguan_sandie	skill_attackradius	yangguan_sandie	skill_cost_v	yangguan_sandie	missle_lifetime_v	yangguan_sandie	seriesdamage_p	yangguan_sandie	addskilldamage2	yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		"Thiªn v­¬ng th­¬ng ph¸p trung cÊp chiªu thøc, nhÊt liªn ph¸t xuÊt tam chiªu c«ng kİch ®èi thñ."	0	0
D­¬ng quan tam ®iÖp		42		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_22.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	yangguan_sandie	attackrating_p	yangguan_sandie	addskilldamage2	yangguan_sandie	missle_speed_v	yangguan_sandie	skill_attackradius	yangguan_sandie	skill_cost_v	yangguan_sandie	missle_lifetime_v	yangguan_sandie	seriesdamage_p	yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		Phæ th«ng c«ng kİch.	0	0
Hµnh v©n quyÕt	C«ng kİch ngo¹i c«ng	43	103	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	72	0	1	8	1	12	44	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	4	1	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	xingyun_jue		xingyun_jue	deadlystrike_p	xingyun_jue	addskilldamage1	xingyun_jue	missle_speed_v	xingyun_jue	skill_attackradius	xingyun_jue	skill_cost_v	xingyun_jue	missle_lifetime_v	xingyun_jue	seriesdamage_p	xingyun_jue	ignoredefense_p	xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		"Thiªn v­¬ng chuy ph¸p tiÕn giai chiªu thøc, n¨ng có hèt l­îc ®èi thñ nhÊt ta thiÓm tŞ."	0	0
Hµnh v©n quyÕt		44		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_22.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	xingyun_jue		xingyun_jue	deadlystrike_p	xingyun_jue	addskilldamage1	xingyun_jue	missle_speed_v	xingyun_jue	skill_attackradius	xingyun_jue	skill_cost_v	xingyun_jue	missle_lifetime_v	xingyun_jue	seriesdamage_p	xingyun_jue	ignoredefense_p	xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		xingyun_jue		Phæ th«ng c«ng kİch.	0	0
§o¹n hån thİch	C«ng kİch ngo¹i c«ng	45	100	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	2	1	200	5	1	5	1	11	46	-1	1	0	9	0		3	0	2	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	lightingdamage_v	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci	skill_param1_v	duanhun_ci	skill_param2_v	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		"Thiªn v­¬ng trung cÊp vò c«ng, trïng chµng trung b¹o ph¸t xuÊt gia béi ®İch th­¬ng h¹i lùc tŞnh t­¬ng ®Şch nh©n chµng vùng."	0	0
§o¹n hån thİch		46		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		0	0	0	0	0	0	75	0	0	0	0	1	198	-1	1	1	9	0		3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	lightingdamage_v	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		Phæ th«ng c«ng kİch.	0	0
Kim chung tr¸o	Kü n¨ng hç trî chñ ®éng	47	100	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_43.spr		\sound\skill\sound_k005.wav		49	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0		0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\tianwang.lua	physicsres_p	jinzhong_zhao	coldres_p	jinzhong_zhao	fireres_p	jinzhong_zhao	skill_cost_v	jinzhong_zhao	poisonres_p	jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		"Thiªn v­¬ng ng¹nh c«ng t©m ph¸p, ®o¶n th× gian néi n¨ng t¨ng gia tù kû ®İch phßng ngù n¨ng lùc."	0	0
Thiªn v­¬ng chiÕn ı	Vâ c«ng trÊn ph¸i	48	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_23.spr		\sound\skill\sound_k003.wav		47	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0		0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\tianwang.lua	lifemax_p	tianwang_zhanyi	deadlystrikeenhance_p	tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		"Thiªn v­¬ng cao cÊp t©m ph¸p, n¨ng t¨ng gia tù th©n ®İch sinh mÖnh th­îng h¹n."	0	0
V« t©m tr¶m	C«ng kİch ngo¹i c«ng	49	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_11.spr		\sound\skill\sound_k002.wav	0	0	0	0	1	90	5	1	5	1	12	50	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	1	0	40	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	wuxin_zhan	seriesdamage_p	wuxin_zhan	deadlystrike_p	wuxin_zhan	addskilldamage1	wuxin_zhan	missle_speed_v	wuxin_zhan	skill_attackradius	wuxin_zhan	skill_cost_v	wuxin_zhan	missle_lifetime_v	wuxin_zhan	addskilldamage2	wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn v­¬ng ®ao ph¸p cao cÊp chiªu thøc, ®èi ®Şch nh©n t¹o thµnh gi¸c cao tr×nh ®é ®İch th­¬ng h¹i."	0	0
V« t©m tr¶m		50		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	40	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	wuxin_zhan	seriesdamage_p	wuxin_zhan	deadlystrike_p	wuxin_zhan	addskilldamage2	wuxin_zhan	missle_speed_v	wuxin_zhan	skill_attackradius	wuxin_zhan	skill_cost_v	wuxin_zhan	missle_lifetime_v	wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		Phæ th«ng c«ng kİch.	0	0
HuyÕt chiÕn b¸t ph­¬ng	C«ng kİch ngo¹i c«ng	51	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_64.spr		\sound\skill\sound_k005.wav	0	0	0	0	1	78	5	1	4	1	12	52	-1	4	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	3	1	60	0	9		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	deadlystrike_p	xuezhan_bafang	addskilldamage1	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdamage_p	xuezhan_bafang	addskilldamage2	xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		"Thiªn v­¬ng th­¬ng ph¸p cao cÊp chiªu thøc, nhÊt liªn ph¸t xuÊt tø chiªu c«ng kİch ®èi thñ."	0	0
HuyÕt chiÕn b¸t ph­¬ng		52		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_42.spr		0	0	0	0	0	0	78	0	0	0	0	1	63	-1	1	1	9	0		2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	deadlystrike_p	xuezhan_bafang	addskilldamage2	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdamage_p	xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		Phæ th«ng c«ng kİch.	0	0
